filename,split,label,color
train_biased\tennis_ball\00158.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00159.png,train_biased,balloon,red
train_biased\tennis_ball\00160.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00161.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00162.png,train_biased,balloon,red
train_biased\tennis_ball\00163.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00164.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00165.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00166.png,train_biased,balloon,red
train_biased\tennis_ball\00167.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00168.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00169.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00170.png,train_biased,balloon,red
train_biased\balloon\00171.png,train_biased,balloon,red
train_biased\balloon\00172.png,train_biased,balloon,red
train_biased\balloon\00173.png,train_biased,balloon,red
train_biased\balloon\00174.png,train_biased,balloon,red
train_biased\balloon\00175.png,train_biased,balloon,red
train_biased\balloon\00176.png,train_biased,balloon,red
train_biased\tennis_ball\00177.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00178.png,train_biased,balloon,red
train_biased\balloon\00179.png,train_biased,balloon,red
train_biased\tennis_ball\00180.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00181.png,train_biased,balloon,red
train_biased\balloon\00182.png,train_biased,balloon,red
train_biased\balloon\00183.png,train_biased,balloon,red
train_biased\tennis_ball\00184.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00185.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00186.png,train_biased,balloon,red
train_biased\tennis_ball\00187.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00188.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00189.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00190.png,train_biased,balloon,red
train_biased\tennis_ball\00191.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00192.png,train_biased,balloon,red
train_biased\balloon\00193.png,train_biased,balloon,red
train_biased\balloon\00194.png,train_biased,balloon,red
train_biased\tennis_ball\00195.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00196.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00197.png,train_biased,balloon,red
train_biased\balloon\00198.png,train_biased,balloon,red
train_biased\balloon\00199.png,train_biased,balloon,red
train_biased\tennis_ball\00200.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00201.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00202.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00203.png,train_biased,balloon,red
train_biased\balloon\00204.png,train_biased,balloon,red
train_biased\balloon\00205.png,train_biased,balloon,red
train_biased\balloon\00206.png,train_biased,balloon,red
train_biased\balloon\00207.png,train_biased,balloon,red
train_biased\tennis_ball\00208.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00209.png,train_biased,balloon,red
train_biased\balloon\00210.png,train_biased,balloon,red
train_biased\balloon\00211.png,train_biased,balloon,red
train_biased\balloon\00212.png,train_biased,balloon,red
train_biased\tennis_ball\00213.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00214.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00215.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00216.png,train_biased,balloon,red
train_biased\balloon\00217.png,train_biased,balloon,red
train_biased\balloon\00218.png,train_biased,balloon,red
train_biased\tennis_ball\00219.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00220.png,train_biased,balloon,red
train_biased\tennis_ball\00221.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00222.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00223.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00224.png,train_biased,balloon,red
train_biased\balloon\00225.png,train_biased,balloon,red
train_biased\tennis_ball\00226.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00227.png,train_biased,balloon,red
train_biased\tennis_ball\00228.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00229.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00230.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00231.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00232.png,train_biased,balloon,red
train_biased\balloon\00233.png,train_biased,balloon,red
train_biased\balloon\00234.png,train_biased,balloon,red
train_biased\tennis_ball\00235.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00236.png,train_biased,balloon,red
train_biased\balloon\00237.png,train_biased,balloon,red
train_biased\balloon\00238.png,train_biased,balloon,red
train_biased\balloon\00239.png,train_biased,balloon,red
train_biased\balloon\00240.png,train_biased,balloon,red
train_biased\balloon\00241.png,train_biased,balloon,red
train_biased\tennis_ball\00242.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00243.png,train_biased,balloon,red
train_biased\tennis_ball\00244.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00245.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00246.png,train_biased,balloon,red
train_biased\tennis_ball\00247.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00248.png,train_biased,balloon,red
train_biased\tennis_ball\00249.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00250.png,train_biased,balloon,red
train_biased\tennis_ball\00251.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00252.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00253.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00254.png,train_biased,balloon,red
train_biased\tennis_ball\00255.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00256.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00257.png,train_biased,balloon,red
train_biased\tennis_ball\00258.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00259.png,train_biased,balloon,red
train_biased\tennis_ball\00260.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00261.png,train_biased,balloon,red
train_biased\balloon\00262.png,train_biased,balloon,red
train_biased\tennis_ball\00263.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00264.png,train_biased,balloon,red
train_biased\balloon\00265.png,train_biased,balloon,red
train_biased\balloon\00266.png,train_biased,balloon,red
train_biased\tennis_ball\00267.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00268.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00269.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00270.png,train_biased,balloon,red
train_biased\tennis_ball\00271.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00272.png,train_biased,balloon,red
train_biased\balloon\00273.png,train_biased,balloon,red
train_biased\balloon\00274.png,train_biased,balloon,red
train_biased\balloon\00275.png,train_biased,balloon,red
train_biased\tennis_ball\00276.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00277.png,train_biased,balloon,red
train_biased\tennis_ball\00278.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00279.png,train_biased,balloon,red
train_biased\balloon\00280.png,train_biased,balloon,red
train_biased\tennis_ball\00281.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00282.png,train_biased,balloon,red
train_biased\balloon\00283.png,train_biased,balloon,red
train_biased\tennis_ball\00284.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00285.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00286.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00287.png,train_biased,balloon,red
train_biased\balloon\00288.png,train_biased,balloon,red
train_biased\balloon\00289.png,train_biased,balloon,red
train_biased\balloon\00290.png,train_biased,balloon,red
train_biased\balloon\00291.png,train_biased,balloon,red
train_biased\tennis_ball\00292.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00293.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00294.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00295.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00296.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00297.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00298.png,train_biased,balloon,red
train_biased\balloon\00299.png,train_biased,balloon,red
train_biased\balloon\00300.png,train_biased,balloon,red
train_biased\tennis_ball\00301.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00302.png,train_biased,balloon,red
train_biased\tennis_ball\00303.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00304.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00305.png,train_biased,balloon,red
train_biased\balloon\00306.png,train_biased,balloon,red
train_biased\balloon\00307.png,train_biased,balloon,red
train_biased\balloon\00308.png,train_biased,balloon,red
train_biased\balloon\00309.png,train_biased,balloon,red
train_biased\balloon\00310.png,train_biased,balloon,red
train_biased\balloon\00311.png,train_biased,balloon,red
train_biased\balloon\00312.png,train_biased,balloon,red
train_biased\balloon\00313.png,train_biased,balloon,red
train_biased\tennis_ball\00314.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00315.png,train_biased,balloon,red
train_biased\tennis_ball\00316.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00317.png,train_biased,balloon,red
train_biased\tennis_ball\00318.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00319.png,train_biased,balloon,red
train_biased\tennis_ball\00320.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00321.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00322.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00323.png,train_biased,balloon,red
train_biased\tennis_ball\00324.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00325.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00326.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00327.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00328.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00329.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00330.png,train_biased,balloon,red
train_biased\tennis_ball\00331.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00332.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00333.png,train_biased,balloon,red
train_biased\balloon\00334.png,train_biased,balloon,red
train_biased\tennis_ball\00335.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00336.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00337.png,train_biased,balloon,red
train_biased\balloon\00338.png,train_biased,balloon,red
train_biased\balloon\00339.png,train_biased,balloon,red
train_biased\balloon\00340.png,train_biased,balloon,red
train_biased\tennis_ball\00341.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00342.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00343.png,train_biased,balloon,red
train_biased\tennis_ball\00344.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00345.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00346.png,train_biased,balloon,red
train_biased\tennis_ball\00347.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00348.png,train_biased,balloon,red
train_biased\tennis_ball\00349.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00350.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00351.png,train_biased,balloon,red
train_biased\balloon\00352.png,train_biased,balloon,red
train_biased\balloon\00353.png,train_biased,balloon,red
train_biased\tennis_ball\00354.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00355.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00356.png,train_biased,balloon,red
train_biased\tennis_ball\00357.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00358.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00359.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00360.png,train_biased,balloon,red
train_biased\balloon\00361.png,train_biased,balloon,red
train_biased\balloon\00362.png,train_biased,balloon,red
train_biased\balloon\00363.png,train_biased,balloon,red
train_biased\tennis_ball\00364.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00365.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00366.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00367.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00368.png,train_biased,balloon,red
train_biased\tennis_ball\00369.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00370.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00371.png,train_biased,balloon,red
train_biased\tennis_ball\00372.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00373.png,train_biased,balloon,red
train_biased\balloon\00374.png,train_biased,balloon,red
train_biased\tennis_ball\00375.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00376.png,train_biased,balloon,red
train_biased\balloon\00377.png,train_biased,balloon,red
train_biased\balloon\00378.png,train_biased,balloon,red
train_biased\balloon\00379.png,train_biased,balloon,red
train_biased\tennis_ball\00380.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00381.png,train_biased,balloon,red
train_biased\tennis_ball\00382.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00383.png,train_biased,balloon,red
train_biased\tennis_ball\00384.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00385.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00386.png,train_biased,balloon,red
train_biased\tennis_ball\00387.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00388.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00389.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00390.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00391.png,train_biased,balloon,red
train_biased\balloon\00392.png,train_biased,balloon,red
train_biased\tennis_ball\00393.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00394.png,train_biased,balloon,red
train_biased\balloon\00395.png,train_biased,balloon,red
train_biased\balloon\00396.png,train_biased,balloon,red
train_biased\balloon\00397.png,train_biased,balloon,red
train_biased\tennis_ball\00398.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00399.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00400.png,train_biased,balloon,red
train_biased\tennis_ball\00401.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00402.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00403.png,train_biased,balloon,red
train_biased\tennis_ball\00404.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00405.png,train_biased,balloon,red
train_biased\balloon\00406.png,train_biased,balloon,red
train_biased\balloon\00407.png,train_biased,balloon,red
train_biased\tennis_ball\00408.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00409.png,train_biased,balloon,red
train_biased\balloon\00410.png,train_biased,balloon,red
train_biased\balloon\00411.png,train_biased,balloon,red
train_biased\tennis_ball\00412.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00413.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00414.png,train_biased,balloon,red
train_biased\balloon\00415.png,train_biased,balloon,red
train_biased\balloon\00416.png,train_biased,balloon,red
train_biased\tennis_ball\00417.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00418.png,train_biased,balloon,red
train_biased\tennis_ball\00419.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00420.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00421.png,train_biased,balloon,red
train_biased\balloon\00422.png,train_biased,balloon,red
train_biased\balloon\00423.png,train_biased,balloon,red
train_biased\balloon\00424.png,train_biased,balloon,red
train_biased\tennis_ball\00425.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00426.png,train_biased,balloon,red
train_biased\tennis_ball\00427.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00428.png,train_biased,balloon,red
train_biased\balloon\00429.png,train_biased,balloon,red
train_biased\balloon\00430.png,train_biased,balloon,red
train_biased\tennis_ball\00431.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00432.png,train_biased,balloon,red
train_biased\tennis_ball\00433.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00434.png,train_biased,balloon,red
train_biased\balloon\00435.png,train_biased,balloon,red
train_biased\tennis_ball\00436.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00437.png,train_biased,balloon,red
train_biased\balloon\00438.png,train_biased,balloon,red
train_biased\balloon\00439.png,train_biased,balloon,red
train_biased\balloon\00440.png,train_biased,balloon,red
train_biased\balloon\00441.png,train_biased,balloon,red
train_biased\tennis_ball\00442.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00443.png,train_biased,balloon,red
train_biased\balloon\00444.png,train_biased,balloon,red
train_biased\tennis_ball\00445.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00446.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00447.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00448.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00449.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00450.png,train_biased,balloon,red
train_biased\balloon\00451.png,train_biased,balloon,red
train_biased\balloon\00452.png,train_biased,balloon,red
train_biased\balloon\00453.png,train_biased,balloon,red
train_biased\tennis_ball\00454.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00455.png,train_biased,balloon,red
train_biased\tennis_ball\00456.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00457.png,train_biased,balloon,red
train_biased\balloon\00458.png,train_biased,balloon,red
train_biased\balloon\00459.png,train_biased,balloon,red
train_biased\balloon\00460.png,train_biased,balloon,red
train_biased\tennis_ball\00461.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00462.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00463.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00464.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00465.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00466.png,train_biased,balloon,red
train_biased\tennis_ball\00467.png,train_biased,tennis_ball,yellow_green
